composer,piece_id,title,source,perf_midi_file,orig_midi_file,annot_file,aligned,duration,split
Bach,51,ASAP_Prelude_bwv_857,ASAP,asap/Bach/Prelude/bwv_857/Bult-ItoS02M.mid,asap/Bach/Prelude/bwv_857/midi_score.mid,asap/Bach/Prelude/bwv_857/Bult-ItoS02M_annotations.txt,True,101.10625,validation
Bach,51,ASAP_Prelude_bwv_857,ASAP,asap/Bach/Prelude/bwv_857/Lan01M.mid,asap/Bach/Prelude/bwv_857/midi_score.mid,asap/Bach/Prelude/bwv_857/Lan01M_annotations.txt,True,113.86197916666666,validation
Bach,51,ASAP_Prelude_bwv_857,ASAP,asap/Bach/Prelude/bwv_857/Lisiecki04M.mid,asap/Bach/Prelude/bwv_857/midi_score.mid,asap/Bach/Prelude/bwv_857/Lisiecki04M_annotations.txt,True,110.06380208333331,validation
Bach,51,ASAP_Prelude_bwv_857,ASAP,asap/Bach/Prelude/bwv_857/ToA01M.mid,asap/Bach/Prelude/bwv_857/midi_score.mid,asap/Bach/Prelude/bwv_857/ToA01M_annotations.txt,True,128.25729166666667,validation
Bach,51,ASAP_Prelude_bwv_857,ASAP,asap/Bach/Prelude/bwv_857/WangA01M.mid,asap/Bach/Prelude/bwv_857/midi_score.mid,asap/Bach/Prelude/bwv_857/WangA01M_annotations.txt,True,134.928125,validation
Bach,51,ASAP_Prelude_bwv_857,ASAP,asap/Bach/Prelude/bwv_857/YuP01M.mid,asap/Bach/Prelude/bwv_857/midi_score.mid,asap/Bach/Prelude/bwv_857/YuP01M_annotations.txt,True,113.78020833333332,validation
Bach,52,ASAP_Prelude_bwv_858,ASAP,asap/Bach/Prelude/bwv_858/VuV01M.mid,asap/Bach/Prelude/bwv_858/midi_score.mid,asap/Bach/Prelude/bwv_858/VuV01M_annotations.txt,True,80.89583333333333,test
Bach,52,ASAP_Prelude_bwv_858,ASAP,asap/Bach/Prelude/bwv_858/Zhang01M.mid,asap/Bach/Prelude/bwv_858/midi_score.mid,asap/Bach/Prelude/bwv_858/Zhang01M_annotations.txt,True,87.20833333333333,test
Bach,53,ASAP_Prelude_bwv_860,ASAP,asap/Bach/Prelude/bwv_860/Ko04M.mid,asap/Bach/Prelude/bwv_860/midi_score.mid,asap/Bach/Prelude/bwv_860/Ko04M_annotations.txt,True,49.30859375,validation
Bach,53,ASAP_Prelude_bwv_860,ASAP,asap/Bach/Prelude/bwv_860/Nikiforov05M.mid,asap/Bach/Prelude/bwv_860/midi_score.mid,asap/Bach/Prelude/bwv_860/Nikiforov05M_annotations.txt,True,50.29296875,validation
Bach,53,ASAP_Prelude_bwv_860,ASAP,asap/Bach/Prelude/bwv_860/Tetzloff04M.mid,asap/Bach/Prelude/bwv_860/midi_score.mid,asap/Bach/Prelude/bwv_860/Tetzloff04M_annotations.txt,True,49.015625,validation
Bach,53,ASAP_Prelude_bwv_860,ASAP,asap/Bach/Prelude/bwv_860/TuanS01M.mid,asap/Bach/Prelude/bwv_860/midi_score.mid,asap/Bach/Prelude/bwv_860/TuanS01M_annotations.txt,True,51.13645833333333,validation
Bach,53,ASAP_Prelude_bwv_860,ASAP,asap/Bach/Prelude/bwv_860/YoungS01M.mid,asap/Bach/Prelude/bwv_860/midi_score.mid,asap/Bach/Prelude/bwv_860/YoungS01M_annotations.txt,True,47.85416666666666,validation
Bach,53,ASAP_Prelude_bwv_860,ASAP,asap/Bach/Prelude/bwv_860/ZhangH04M.mid,asap/Bach/Prelude/bwv_860/midi_score.mid,asap/Bach/Prelude/bwv_860/ZhangH04M_annotations.txt,True,49.52994791666666,validation
Bach,54,ASAP_Prelude_bwv_862,ASAP,asap/Bach/Prelude/bwv_862/Song04M.mid,asap/Bach/Prelude/bwv_862/midi_score.mid,asap/Bach/Prelude/bwv_862/Song04M_annotations.txt,True,75.19791666666666,test
Bach,55,ASAP_Prelude_bwv_863,ASAP,asap/Bach/Prelude/bwv_863/LeeN01M.mid,asap/Bach/Prelude/bwv_863/midi_score.mid,asap/Bach/Prelude/bwv_863/LeeN01M_annotations.txt,True,102.87604166666668,test
Bach,55,ASAP_Prelude_bwv_863,ASAP,asap/Bach/Prelude/bwv_863/Shychko01M.mid,asap/Bach/Prelude/bwv_863/midi_score.mid,asap/Bach/Prelude/bwv_863/Shychko01M_annotations.txt,True,102.03385416666666,test
Bach,55,ASAP_Prelude_bwv_863,ASAP,asap/Bach/Prelude/bwv_863/TongB01M.mid,asap/Bach/Prelude/bwv_863/midi_score.mid,asap/Bach/Prelude/bwv_863/TongB01M_annotations.txt,True,94.35416666666669,test
Bach,56,ASAP_Prelude_bwv_864,ASAP,asap/Bach/Prelude/bwv_864/SunD01M.mid,asap/Bach/Prelude/bwv_864/midi_score.mid,asap/Bach/Prelude/bwv_864/SunD01M_annotations.txt,True,64.70833333333333,train
Bach,57,ASAP_Prelude_bwv_865,ASAP,asap/Bach/Prelude/bwv_865/Rizikov01M.mid,asap/Bach/Prelude/bwv_865/midi_score.mid,asap/Bach/Prelude/bwv_865/Rizikov01M_annotations.txt,True,60.36848958333333,train
Bach,57,ASAP_Prelude_bwv_865,ASAP,asap/Bach/Prelude/bwv_865/Teo01M.mid,asap/Bach/Prelude/bwv_865/midi_score.mid,asap/Bach/Prelude/bwv_865/Teo01M_annotations.txt,True,58.51953125,train
Bach,57,ASAP_Prelude_bwv_865,ASAP,asap/Bach/Prelude/bwv_865/ZhangE01M.mid,asap/Bach/Prelude/bwv_865/midi_score.mid,asap/Bach/Prelude/bwv_865/ZhangE01M_annotations.txt,True,61.584375,train
Bach,58,ASAP_Prelude_bwv_866,ASAP,asap/Bach/Prelude/bwv_866/SOLOM02.mid,asap/Bach/Prelude/bwv_866/midi_score.mid,asap/Bach/Prelude/bwv_866/SOLOM02_annotations.txt,True,70.94771697291667,train
Bach,59,ASAP_Prelude_bwv_867,ASAP,asap/Bach/Prelude/bwv_867/HuNY01M.mid,asap/Bach/Prelude/bwv_867/midi_score.mid,asap/Bach/Prelude/bwv_867/HuNY01M_annotations.txt,True,169.50104166666665,validation
Bach,59,ASAP_Prelude_bwv_867,ASAP,asap/Bach/Prelude/bwv_867/Sham01M.mid,asap/Bach/Prelude/bwv_867/midi_score.mid,asap/Bach/Prelude/bwv_867/Sham01M_annotations.txt,True,178.35677083333331,validation
Bach,60,ASAP_Prelude_bwv_868,ASAP,asap/Bach/Prelude/bwv_868/GonzalezJ05M.mid,asap/Bach/Prelude/bwv_868/midi_score.mid,asap/Bach/Prelude/bwv_868/GonzalezJ05M_annotations.txt,True,64.48046875,train
Bach,61,ASAP_Prelude_bwv_870,ASAP,asap/Bach/Prelude/bwv_870/ChenW01M.mid,asap/Bach/Prelude/bwv_870/midi_score.mid,asap/Bach/Prelude/bwv_870/ChenW01M_annotations.txt,True,156.390625,train
Bach,61,ASAP_Prelude_bwv_870,ASAP,asap/Bach/Prelude/bwv_870/LeeE01M.mid,asap/Bach/Prelude/bwv_870/midi_score.mid,asap/Bach/Prelude/bwv_870/LeeE01M_annotations.txt,True,144.390625,train
Bach,61,ASAP_Prelude_bwv_870,ASAP,asap/Bach/Prelude/bwv_870/MaximovI01M.mid,asap/Bach/Prelude/bwv_870/midi_score.mid,asap/Bach/Prelude/bwv_870/MaximovI01M_annotations.txt,True,154.72526041666666,train
Bach,62,ASAP_Prelude_bwv_873,ASAP,asap/Bach/Prelude/bwv_873/Lisiecki02.mid,asap/Bach/Prelude/bwv_873/midi_score.mid,asap/Bach/Prelude/bwv_873/Lisiecki02_annotations.txt,True,240.92757930833332,test
Bach,62,ASAP_Prelude_bwv_873,ASAP,asap/Bach/Prelude/bwv_873/Lisiecki13M.mid,asap/Bach/Prelude/bwv_873/midi_score.mid,asap/Bach/Prelude/bwv_873/Lisiecki13M_annotations.txt,True,257.22916666666663,test
Bach,63,ASAP_Prelude_bwv_874,ASAP,asap/Bach/Prelude/bwv_874/BianF01M.mid,asap/Bach/Prelude/bwv_874/midi_score.mid,asap/Bach/Prelude/bwv_874/BianF01M_annotations.txt,True,153.49088541666666,train
Bach,63,ASAP_Prelude_bwv_874,ASAP,asap/Bach/Prelude/bwv_874/WongWY01M.mid,asap/Bach/Prelude/bwv_874/midi_score.mid,asap/Bach/Prelude/bwv_874/WongWY01M_annotations.txt,True,169.27604166666666,train
Bach,64,ASAP_Prelude_bwv_875,ASAP,asap/Bach/Prelude/bwv_875/Ahfat01M.mid,asap/Bach/Prelude/bwv_875/midi_score.mid,asap/Bach/Prelude/bwv_875/Ahfat01M_annotations.txt,True,95.73828125,validation
Bach,64,ASAP_Prelude_bwv_875,ASAP,asap/Bach/Prelude/bwv_875/CaoJ01M.mid,asap/Bach/Prelude/bwv_875/midi_score.mid,asap/Bach/Prelude/bwv_875/CaoJ01M_annotations.txt,True,88.54270833333334,validation
Bach,64,ASAP_Prelude_bwv_875,ASAP,asap/Bach/Prelude/bwv_875/HONG04M.mid,asap/Bach/Prelude/bwv_875/midi_score.mid,asap/Bach/Prelude/bwv_875/HONG04M_annotations.txt,True,88.13541666666667,validation
Bach,65,ASAP_Prelude_bwv_876,ASAP,asap/Bach/Prelude/bwv_876/SirajA01M.mid,asap/Bach/Prelude/bwv_876/midi_score.mid,asap/Bach/Prelude/bwv_876/SirajA01M_annotations.txt,True,131.15416666666667,train
Bach,65,ASAP_Prelude_bwv_876,ASAP,asap/Bach/Prelude/bwv_876/Song01M.mid,asap/Bach/Prelude/bwv_876/midi_score.mid,asap/Bach/Prelude/bwv_876/Song01M_annotations.txt,True,134.52083333333331,train
Bach,66,ASAP_Prelude_bwv_880,ASAP,asap/Bach/Prelude/bwv_880/LeungR01M.mid,asap/Bach/Prelude/bwv_880/midi_score.mid,asap/Bach/Prelude/bwv_880/LeungR01M_annotations.txt,True,206.69583333333333,train
Bach,66,ASAP_Prelude_bwv_880,ASAP,asap/Bach/Prelude/bwv_880/Sun02.mid,asap/Bach/Prelude/bwv_880/midi_score.mid,asap/Bach/Prelude/bwv_880/Sun02_annotations.txt,True,266.8410654645834,train
Bach,66,ASAP_Prelude_bwv_880,ASAP,asap/Bach/Prelude/bwv_880/WangA04M.mid,asap/Bach/Prelude/bwv_880/midi_score.mid,asap/Bach/Prelude/bwv_880/WangA04M_annotations.txt,True,168.15234375,train
Bach,67,ASAP_Prelude_bwv_883,ASAP,asap/Bach/Prelude/bwv_883/GuoE01M.mid,asap/Bach/Prelude/bwv_883/midi_score.mid,asap/Bach/Prelude/bwv_883/GuoE01M_annotations.txt,True,174.56458333333333,train
Bach,67,ASAP_Prelude_bwv_883,ASAP,asap/Bach/Prelude/bwv_883/Lim01.mid,asap/Bach/Prelude/bwv_883/midi_score.mid,asap/Bach/Prelude/bwv_883/Lim01_annotations.txt,True,209.96921656458332,train
Bach,67,ASAP_Prelude_bwv_883,ASAP,asap/Bach/Prelude/bwv_883/LuM01M.mid,asap/Bach/Prelude/bwv_883/midi_score.mid,asap/Bach/Prelude/bwv_883/LuM01M_annotations.txt,True,164.54583333333332,train
Bach,68,ASAP_Prelude_bwv_884,ASAP,asap/Bach/Prelude/bwv_884/LiA01M.mid,asap/Bach/Prelude/bwv_884/midi_score.mid,asap/Bach/Prelude/bwv_884/LiA01M_annotations.txt,True,70.596875,train
Bach,69,ASAP_Prelude_bwv_885,ASAP,asap/Bach/Prelude/bwv_885/Chon02.mid,asap/Bach/Prelude/bwv_885/midi_score.mid,asap/Bach/Prelude/bwv_885/Chon02_annotations.txt,True,163.7330615291667,train
Bach,69,ASAP_Prelude_bwv_885,ASAP,asap/Bach/Prelude/bwv_885/Guo01M.mid,asap/Bach/Prelude/bwv_885/midi_score.mid,asap/Bach/Prelude/bwv_885/Guo01M_annotations.txt,True,147.50130208333331,train
Bach,69,ASAP_Prelude_bwv_885,ASAP,asap/Bach/Prelude/bwv_885/Huang04M.mid,asap/Bach/Prelude/bwv_885/midi_score.mid,asap/Bach/Prelude/bwv_885/Huang04M_annotations.txt,True,159.19921875,train
Bach,69,ASAP_Prelude_bwv_885,ASAP,asap/Bach/Prelude/bwv_885/JeonH01M.mid,asap/Bach/Prelude/bwv_885/midi_score.mid,asap/Bach/Prelude/bwv_885/JeonH01M_annotations.txt,True,176.94375,train
Bach,69,ASAP_Prelude_bwv_885,ASAP,asap/Bach/Prelude/bwv_885/SINKEV01.mid,asap/Bach/Prelude/bwv_885/midi_score.mid,asap/Bach/Prelude/bwv_885/SINKEV01_annotations.txt,True,166.03114063541668,train
Bach,69,ASAP_Prelude_bwv_885,ASAP,asap/Bach/Prelude/bwv_885/SINKEV06.mid,asap/Bach/Prelude/bwv_885/midi_score.mid,asap/Bach/Prelude/bwv_885/SINKEV06_annotations.txt,True,166.41148287708336,train
Bach,70,ASAP_Prelude_bwv_887,ASAP,asap/Bach/Prelude/bwv_887/LiYZ01M.mid,asap/Bach/Prelude/bwv_887/midi_score.mid,asap/Bach/Prelude/bwv_887/LiYZ01M_annotations.txt,True,112.93645833333332,train
Bach,71,ASAP_Prelude_bwv_888,ASAP,asap/Bach/Prelude/bwv_888/ZhaoK01M.mid,asap/Bach/Prelude/bwv_888/midi_score.mid,asap/Bach/Prelude/bwv_888/ZhaoK01M_annotations.txt,True,103.08854166666669,train
Bach,72,ASAP_Prelude_bwv_889,ASAP,asap/Bach/Prelude/bwv_889/Giesbrecht01M.mid,asap/Bach/Prelude/bwv_889/midi_score.mid,asap/Bach/Prelude/bwv_889/Giesbrecht01M_annotations.txt,True,144.83333333333331,train
Bach,72,ASAP_Prelude_bwv_889,ASAP,asap/Bach/Prelude/bwv_889/LiuY01M.mid,asap/Bach/Prelude/bwv_889/midi_score.mid,asap/Bach/Prelude/bwv_889/LiuY01M_annotations.txt,True,138.490625,train
Bach,72,ASAP_Prelude_bwv_889,ASAP,asap/Bach/Prelude/bwv_889/MunA01M.mid,asap/Bach/Prelude/bwv_889/midi_score.mid,asap/Bach/Prelude/bwv_889/MunA01M_annotations.txt,True,138.36354166666666,train
Bach,72,ASAP_Prelude_bwv_889,ASAP,asap/Bach/Prelude/bwv_889/Wang01M.mid,asap/Bach/Prelude/bwv_889/midi_score.mid,asap/Bach/Prelude/bwv_889/Wang01M_annotations.txt,True,149.01041666666666,train
Bach,72,ASAP_Prelude_bwv_889,ASAP,asap/Bach/Prelude/bwv_889/YangY02M.mid,asap/Bach/Prelude/bwv_889/midi_score.mid,asap/Bach/Prelude/bwv_889/YangY02M_annotations.txt,True,131.140625,train
Bach,72,ASAP_Prelude_bwv_889,ASAP,asap/Bach/Prelude/bwv_889/ZhangW02M.mid,asap/Bach/Prelude/bwv_889/midi_score.mid,asap/Bach/Prelude/bwv_889/ZhangW02M_annotations.txt,True,123.76979166666666,train
Bach,73,ASAP_Prelude_bwv_891,ASAP,asap/Bach/Prelude/bwv_891/BLINOV04M.mid,asap/Bach/Prelude/bwv_891/midi_score.mid,asap/Bach/Prelude/bwv_891/BLINOV04M_annotations.txt,True,155.61458333333334,test
Bach,73,ASAP_Prelude_bwv_891,ASAP,asap/Bach/Prelude/bwv_891/Duepree06M.mid,asap/Bach/Prelude/bwv_891/midi_score.mid,asap/Bach/Prelude/bwv_891/Duepree06M_annotations.txt,True,141.73697916666666,test
Bach,74,ASAP_Prelude_bwv_892,ASAP,asap/Bach/Prelude/bwv_892/Hou01M.mid,asap/Bach/Prelude/bwv_892/midi_score.mid,asap/Bach/Prelude/bwv_892/Hou01M_annotations.txt,True,100.47916666666666,train
Bach,74,ASAP_Prelude_bwv_892,ASAP,asap/Bach/Prelude/bwv_892/KabuliL01M.mid,asap/Bach/Prelude/bwv_892/midi_score.mid,asap/Bach/Prelude/bwv_892/KabuliL01M_annotations.txt,True,113.53020833333332,train
Bach,75,ASAP_Prelude_bwv_893,ASAP,asap/Bach/Prelude/bwv_893/Kleisen04M.mid,asap/Bach/Prelude/bwv_893/midi_score.mid,asap/Bach/Prelude/bwv_893/Kleisen04M_annotations.txt,True,130.49869791666666,train
Bach,75,ASAP_Prelude_bwv_893,ASAP,asap/Bach/Prelude/bwv_893/Levitsky04M.mid,asap/Bach/Prelude/bwv_893/midi_score.mid,asap/Bach/Prelude/bwv_893/Levitsky04M_annotations.txt,True,135.67447916666666,train
Bach,75,ASAP_Prelude_bwv_893,ASAP,asap/Bach/Prelude/bwv_893/Wong01M.mid,asap/Bach/Prelude/bwv_893/midi_score.mid,asap/Bach/Prelude/bwv_893/Wong01M_annotations.txt,True,147.3203125,train
Balakirev,76,ASAP_Islamey,ASAP,asap/Balakirev/Islamey/CHEN04.mid,asap/Balakirev/Islamey/midi_score.mid,asap/Balakirev/Islamey/CHEN04_annotations.txt,True,543.0902782208333,train
Balakirev,76,ASAP_Islamey,ASAP,asap/Balakirev/Islamey/CHEN10M.mid,asap/Balakirev/Islamey/midi_score.mid,asap/Balakirev/Islamey/CHEN10M_annotations.txt,True,531.296875,train
Balakirev,76,ASAP_Islamey,ASAP,asap/Balakirev/Islamey/Cho05.mid,asap/Balakirev/Islamey/midi_score.mid,asap/Balakirev/Islamey/Cho05_annotations.txt,True,521.571059625,train
Balakirev,76,ASAP_Islamey,ASAP,asap/Balakirev/Islamey/Gorucan03.mid,asap/Balakirev/Islamey/midi_score.mid,asap/Balakirev/Islamey/Gorucan03_annotations.txt,True,548.455648125,train
Balakirev,76,ASAP_Islamey,ASAP,asap/Balakirev/Islamey/Na04.mid,asap/Balakirev/Islamey/midi_score.mid,asap/Balakirev/Islamey/Na04_annotations.txt,True,486.39775078125,train
Balakirev,76,ASAP_Islamey,ASAP,asap/Balakirev/Islamey/Na08M.mid,asap/Balakirev/Islamey/midi_score.mid,asap/Balakirev/Islamey/Na08M_annotations.txt,True,491.8385416666666,train
Balakirev,76,ASAP_Islamey,ASAP,asap/Balakirev/Islamey/Shelest03.mid,asap/Balakirev/Islamey/midi_score.mid,asap/Balakirev/Islamey/Shelest03_annotations.txt,True,545.8621678125,train
Balakirev,76,ASAP_Islamey,ASAP,asap/Balakirev/Islamey/Shi11.mid,asap/Balakirev/Islamey/midi_score.mid,asap/Balakirev/Islamey/Shi11_annotations.txt,True,505.15975125,train
Balakirev,76,ASAP_Islamey,ASAP,asap/Balakirev/Islamey/Verbaite04.mid,asap/Balakirev/Islamey/midi_score.mid,asap/Balakirev/Islamey/Verbaite04_annotations.txt,True,514.417220625,train
Balakirev,76,ASAP_Islamey,ASAP,asap/Balakirev/Islamey/Yi04M.mid,asap/Balakirev/Islamey/midi_score.mid,asap/Balakirev/Islamey/Yi04M_annotations.txt,True,535.02734375,train
Beethoven,77,ASAP_Piano_Sonatas_1-1,ASAP,asap/Beethoven/Piano_Sonatas/1-1/KimG01.mid,asap/Beethoven/Piano_Sonatas/1-1/midi_score.mid,asap/Beethoven/Piano_Sonatas/1-1/KimG01_annotations.txt,True,164.91035859375,train
Beethoven,78,ASAP_Piano_Sonatas_10-1,ASAP,asap/Beethoven/Piano_Sonatas/10-1/Hou02M.mid,asap/Beethoven/Piano_Sonatas/10-1/midi_score.mid,asap/Beethoven/Piano_Sonatas/10-1/Hou02M_annotations.txt,True,278.94010416666663,test
Beethoven,79,ASAP_Piano_Sonatas_11-1,ASAP,asap/Beethoven/Piano_Sonatas/11-1/Arciglione03.mid,asap/Beethoven/Piano_Sonatas/11-1/midi_score.mid,asap/Beethoven/Piano_Sonatas/11-1/Arciglione03_annotations.txt,True,321.13883484375003,train
Beethoven,79,ASAP_Piano_Sonatas_11-1,ASAP,asap/Beethoven/Piano_Sonatas/11-1/DeTurck01.mid,asap/Beethoven/Piano_Sonatas/11-1/midi_score.mid,asap/Beethoven/Piano_Sonatas/11-1/DeTurck01_annotations.txt,True,332.82952828125,train
Beethoven,79,ASAP_Piano_Sonatas_11-1,ASAP,asap/Beethoven/Piano_Sonatas/11-1/LiC03M.mid,asap/Beethoven/Piano_Sonatas/11-1/midi_score.mid,asap/Beethoven/Piano_Sonatas/11-1/LiC03M_annotations.txt,True,322.746875,train
Beethoven,79,ASAP_Piano_Sonatas_11-1,ASAP,asap/Beethoven/Piano_Sonatas/11-1/LiYZ03M.mid,asap/Beethoven/Piano_Sonatas/11-1/midi_score.mid,asap/Beethoven/Piano_Sonatas/11-1/LiYZ03M_annotations.txt,True,336.5885416666667,train
Beethoven,79,ASAP_Piano_Sonatas_11-1,ASAP,asap/Beethoven/Piano_Sonatas/11-1/MaximovI02M.mid,asap/Beethoven/Piano_Sonatas/11-1/midi_score.mid,asap/Beethoven/Piano_Sonatas/11-1/MaximovI02M_annotations.txt,True,1320.9440104166663,train
Beethoven,79,ASAP_Piano_Sonatas_11-1,ASAP,asap/Beethoven/Piano_Sonatas/11-1/NAKAJI01.mid,asap/Beethoven/Piano_Sonatas/11-1/midi_score.mid,asap/Beethoven/Piano_Sonatas/11-1/NAKAJI01_annotations.txt,True,352.073365875,train
Beethoven,79,ASAP_Piano_Sonatas_11-1,ASAP,asap/Beethoven/Piano_Sonatas/11-1/ZhaoK02M.mid,asap/Beethoven/Piano_Sonatas/11-1/midi_score.mid,asap/Beethoven/Piano_Sonatas/11-1/ZhaoK02M_annotations.txt,True,318.896875,train
Beethoven,80,ASAP_Piano_Sonatas_11-2,ASAP,asap/Beethoven/Piano_Sonatas/11-2/MaximovI04.mid,asap/Beethoven/Piano_Sonatas/11-2/midi_score.mid,asap/Beethoven/Piano_Sonatas/11-2/MaximovI04_annotations.txt,True,463.02170578125,train
Beethoven,81,ASAP_Piano_Sonatas_11-3,ASAP,asap/Beethoven/Piano_Sonatas/11-3/MaximovI05.mid,asap/Beethoven/Piano_Sonatas/11-3/midi_score.mid,asap/Beethoven/Piano_Sonatas/11-3/MaximovI05_annotations.txt,True,173.8593346875,train
Beethoven,83,ASAP_Piano_Sonatas_12-1,ASAP,asap/Beethoven/Piano_Sonatas/12-1/Garritson01.mid,asap/Beethoven/Piano_Sonatas/12-1/midi_score.mid,asap/Beethoven/Piano_Sonatas/12-1/Garritson01_annotations.txt,True,472.22842734375,test
Beethoven,83,ASAP_Piano_Sonatas_12-1,ASAP,asap/Beethoven/Piano_Sonatas/12-1/Kleisen05M.mid,asap/Beethoven/Piano_Sonatas/12-1/midi_score.mid,asap/Beethoven/Piano_Sonatas/12-1/Kleisen05M_annotations.txt,True,406.6119791666666,test
Beethoven,83,ASAP_Piano_Sonatas_12-1,ASAP,asap/Beethoven/Piano_Sonatas/12-1/Zhao02.mid,asap/Beethoven/Piano_Sonatas/12-1/midi_score.mid,asap/Beethoven/Piano_Sonatas/12-1/Zhao02_annotations.txt,True,437.5890389062501,test
Beethoven,84,ASAP_Piano_Sonatas_13-4,ASAP,asap/Beethoven/Piano_Sonatas/13-4/Taverna01.mid,asap/Beethoven/Piano_Sonatas/13-4/midi_score.mid,asap/Beethoven/Piano_Sonatas/13-4/Taverna01_annotations.txt,True,355.9661458333333,validation
Beethoven,87,ASAP_Piano_Sonatas_14-3,ASAP,asap/Beethoven/Piano_Sonatas/14-3/Meek03.mid,asap/Beethoven/Piano_Sonatas/14-3/midi_score.mid,asap/Beethoven/Piano_Sonatas/14-3/Meek03_annotations.txt,True,332.2779796875,train
Beethoven,88,ASAP_Piano_Sonatas_15-1,ASAP,asap/Beethoven/Piano_Sonatas/15-1/LEE_H01.mid,asap/Beethoven/Piano_Sonatas/15-1/midi_score.mid,asap/Beethoven/Piano_Sonatas/15-1/LEE_H01_annotations.txt,True,465.54120112499993,train
Beethoven,88,ASAP_Piano_Sonatas_15-1,ASAP,asap/Beethoven/Piano_Sonatas/15-1/Sekino01.mid,asap/Beethoven/Piano_Sonatas/15-1/midi_score.mid,asap/Beethoven/Piano_Sonatas/15-1/Sekino01_annotations.txt,True,431.83316859375,train
Beethoven,88,ASAP_Piano_Sonatas_15-1,ASAP,asap/Beethoven/Piano_Sonatas/15-1/ZhaoA02.mid,asap/Beethoven/Piano_Sonatas/15-1/midi_score.mid,asap/Beethoven/Piano_Sonatas/15-1/ZhaoA02_annotations.txt,True,457.321123875,train
Beethoven,89,ASAP_Piano_Sonatas_15-4,ASAP,asap/Beethoven/Piano_Sonatas/15-4/Floril01.mid,asap/Beethoven/Piano_Sonatas/15-4/midi_score.mid,asap/Beethoven/Piano_Sonatas/15-4/Floril01_annotations.txt,True,320.83701890625,train
Beethoven,90,ASAP_Piano_Sonatas_16-1,ASAP,asap/Beethoven/Piano_Sonatas/16-1/BuiJL02M.mid,asap/Beethoven/Piano_Sonatas/16-1/midi_score.mid,asap/Beethoven/Piano_Sonatas/16-1/BuiJL02M_annotations.txt,True,281.44375,test
Beethoven,90,ASAP_Piano_Sonatas_16-1,ASAP,asap/Beethoven/Piano_Sonatas/16-1/Khmara01.mid,asap/Beethoven/Piano_Sonatas/16-1/midi_score.mid,asap/Beethoven/Piano_Sonatas/16-1/Khmara01_annotations.txt,True,289.4628515625,test
Beethoven,90,ASAP_Piano_Sonatas_16-1,ASAP,asap/Beethoven/Piano_Sonatas/16-1/Khmara05M.mid,asap/Beethoven/Piano_Sonatas/16-1/midi_score.mid,asap/Beethoven/Piano_Sonatas/16-1/Khmara05M_annotations.txt,True,283.75260416666663,test
Beethoven,90,ASAP_Piano_Sonatas_16-1,ASAP,asap/Beethoven/Piano_Sonatas/16-1/LeeSH02M.mid,asap/Beethoven/Piano_Sonatas/16-1/midi_score.mid,asap/Beethoven/Piano_Sonatas/16-1/LeeSH02M_annotations.txt,True,306.078125,test
Beethoven,90,ASAP_Piano_Sonatas_16-1,ASAP,asap/Beethoven/Piano_Sonatas/16-1/LuoJ03M.mid,asap/Beethoven/Piano_Sonatas/16-1/midi_score.mid,asap/Beethoven/Piano_Sonatas/16-1/LuoJ03M_annotations.txt,False,264.94895833333334,test
Beethoven,90,ASAP_Piano_Sonatas_16-1,ASAP,asap/Beethoven/Piano_Sonatas/16-1/Shybayeva02.mid,asap/Beethoven/Piano_Sonatas/16-1/midi_score.mid,asap/Beethoven/Piano_Sonatas/16-1/Shybayeva02_annotations.txt,True,308.18478796875,test
Beethoven,90,ASAP_Piano_Sonatas_16-1,ASAP,asap/Beethoven/Piano_Sonatas/16-1/Woo01.mid,asap/Beethoven/Piano_Sonatas/16-1/midi_score.mid,asap/Beethoven/Piano_Sonatas/16-1/Woo01_annotations.txt,True,298.75637859375,test
Beethoven,90,ASAP_Piano_Sonatas_16-1,ASAP,asap/Beethoven/Piano_Sonatas/16-1/Woo05M.mid,asap/Beethoven/Piano_Sonatas/16-1/midi_score.mid,asap/Beethoven/Piano_Sonatas/16-1/Woo05M_annotations.txt,True,277.578125,test
Beethoven,91,ASAP_Piano_Sonatas_16-2,ASAP,asap/Beethoven/Piano_Sonatas/16-2/LuoJ04M.mid,asap/Beethoven/Piano_Sonatas/16-2/midi_score.mid,asap/Beethoven/Piano_Sonatas/16-2/LuoJ04M_annotations.txt,True,603.4072916666667,test
Beethoven,92,ASAP_Piano_Sonatas_17-1,ASAP,asap/Beethoven/Piano_Sonatas/17-1/KaszoS09M.mid,asap/Beethoven/Piano_Sonatas/17-1/midi_score.mid,asap/Beethoven/Piano_Sonatas/17-1/KaszoS09M_annotations.txt,True,518.6536458333333,train
Beethoven,92,ASAP_Piano_Sonatas_17-1,ASAP,asap/Beethoven/Piano_Sonatas/17-1/Mordvinov02.mid,asap/Beethoven/Piano_Sonatas/17-1/midi_score.mid,asap/Beethoven/Piano_Sonatas/17-1/Mordvinov02_annotations.txt,True,568.1217609375001,train
Beethoven,92,ASAP_Piano_Sonatas_17-1,ASAP,asap/Beethoven/Piano_Sonatas/17-1/Tuncali01.mid,asap/Beethoven/Piano_Sonatas/17-1/midi_score.mid,asap/Beethoven/Piano_Sonatas/17-1/Tuncali01_annotations.txt,True,493.4356710937501,train
